sttl,sbytes,dbytes,sload,dur,rate,tcprtt,synack,ackdat,ct_dst_src_ltm,label
254,200,0,266666656,3e-06,333333.3215,0,0,0,4,1
254,200,0,160000000,5e-06,200000.0051,0,0,0,6,1
254,200,0,160000000,5e-06,200000.0051,0,0,0,3,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,4,1
254,168,0,224000000,3e-06,333333.3215,0,0,0,1,1
254,200,0,160000000,5e-06,200000.0051,0,0,0,6,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,6,1
254,200,0,160000000,5e-06,200000.0051,0,0,0,6,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,200,0,160000000,5e-06,200000.0051,0,0,0,6,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,6,1
254,200,0,160000000,5e-06,200000.0051,0,0,0,6,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,3,1
254,200,0,160000000,5e-06,200000.0051,0,0,0,6,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,6,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,3,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,6,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,6,1
254,200,0,160000000,5e-06,200000.0051,0,0,0,6,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,3,1
254,200,0,160000000,5e-06,200000.0051,0,0,0,6,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,6,1
254,200,0,160000000,5e-06,200000.0051,0,0,0,6,1
254,200,0,160000000,5e-06,200000.0051,0,0,0,6,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,6,1
62,830,4254,12928.37695,0.462239,41.104277,0.136693,0.058889,0.077804,1,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,3,1
254,200,0,160000000,5e-06,200000.0051,0,0,0,6,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,6,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,3,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,6,1
254,200,0,160000000,5e-06,200000.0051,0,0,0,6,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,6,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,3,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,6,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,6,1
254,104,0,138666656,3e-06,333333.3215,0,0,0,3,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,6,1
254,200,0,160000000,5e-06,200000.0051,0,0,0,6,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,6,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,6,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,3,1
254,200,0,160000000,5e-06,200000.0051,0,0,0,6,1
254,1620,468,14033.92676,0.84652,22.444833,0.122118,0.069014,0.053104,1,1
254,200,0,200000000,4e-06,250000.0006,0,0,0,6,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,6,1
254,200,0,160000000,5e-06,200000.0051,0,0,0,6,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,3,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,6,1
254,200,0,200000000,4e-06,250000.0006,0,0,0,6,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,3,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,6,1
254,200,0,200000000,4e-06,250000.0006,0,0,0,6,1
254,200,0,200000000,4e-06,250000.0006,0,0,0,6,1
254,200,0,200000000,4e-06,250000.0006,0,0,0,6,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,200,0,200000000,4e-06,250000.0006,0,0,0,6,1
254,508,354,4449.107422,0.823536,20.642693,0.132992,0.055266,0.077726,2,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,4,1
254,200,0,160000000,5e-06,200000.0051,0,0,0,2,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,4,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,4,1
254,200,0,160000000,5e-06,200000.0051,0,0,0,2,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,200,0,160000000,5e-06,200000.0051,0,0,0,2,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,4,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,4,1
254,38000,2942,229253.1563,1.297221,53.190631,0.12169,0.056048,0.065642,1,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,4,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,4,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,4,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,4,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,5,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,4,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,4,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,5,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,4,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,5,1
254,104,0,52000000,8e-06,125000.0003,0,0,0,5,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,3,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,5,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,3,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,3,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,168,0,672000000,1e-06,1000000.003,0,0,0,1,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,200,0,160000000,5e-06,200000.0051,0,0,0,5,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,3,1
254,104,0,138666656,3e-06,333333.3215,0,0,0,5,1
254,200,0,160000000,5e-06,200000.0051,0,0,0,5,1
254,104,0,52000000,8e-06,125000.0003,0,0,0,5,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,3,1
62,30697,1884,157837.0156,1.517008,40.210732,0.187743,0.126109,0.061634,1,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,3,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,3,1
254,200,0,160000000,5e-06,200000.0051,0,0,0,5,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,3,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,3,1
254,848,268,16004.56641,0.381891,39.278222,0.102375,0.061597,0.040778,1,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,3,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,3,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,104,0,46222220,9e-06,111111.1072,0,0,0,5,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,4,1
254,104,0,138666656,3e-06,333333.3215,0,0,0,5,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,3,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,3,1
254,758,354,4458.941406,1.225403,13.872988,0.213434,0.074609,0.138825,2,1
254,104,0,46222220,9e-06,111111.1072,0,0,0,5,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,3,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,3,1
254,200,0,400000000,2e-06,500000.0013,0,0,0,4,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,3,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,7,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,3,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,7,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,3,1
254,780,268,19857.1543,0.28282,53.03727,0.133681,0.077879,0.055802,1,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,3,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,7,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,3,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
62,894,21172,12404.7666,0.528829,62.402027,0.0881,0.033879,0.054221,2,1
254,1526,268,13164.93848,0.834945,17.965255,0.203272,0.09198,0.111292,3,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
62,786,6630,9609.087891,0.589442,35.626914,0.142934,0.067962,0.074972,1,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,7,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
62,830,11434,7001.634277,0.853515,26.947387,0.192959,0.077978,0.114981,1,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,7,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,4,1
254,534,268,10037.69336,0.383355,39.128224,0.171112,0.044968,0.126144,4,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,4,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,4,1
254,774,556,5902.217285,0.974549,23.600661,0.206904,0.080414,0.12649,2,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,4,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,7,1
254,19877,1936,151222.9219,1.020639,53.887813,0.052179,0.021419,0.03076,2,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,4,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,4,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,7,1
254,564,354,5446.764648,0.746131,22.784203,0.07169,0.017946,0.053744,1,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,3,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,4,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,7,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,7,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,7,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
62,2312,38540,12579.91309,1.397148,39.365908,0.160144,0.068043,0.092101,1,1
62,126,330,2314.549072,0.217753,13.777078,0,0,0,1,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,5,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,7,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,200,0,400000000,2e-06,500000.0013,0,0,0,4,1
254,200,0,400000000,2e-06,500000.0013,0,0,0,7,1
254,566,268,1755.880859,2.32362,6.455444,0.271474,0.142634,0.12884,2,1
254,200,0,400000000,2e-06,500000.0013,0,0,0,4,1
254,200,0,400000000,2e-06,500000.0013,0,0,0,5,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,7,1
254,168,0,96000000,7e-06,142857.1409,0,0,0,1,1
254,200,0,400000000,2e-06,500000.0013,0,0,0,4,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,4,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,7,1
254,200,0,400000000,2e-06,500000.0013,0,0,0,4,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,4,1
62,1912,322785,3516.714111,4.251696,69.384075,0.21033,0.16154,0.04879,3,1
254,200,0,400000000,2e-06,500000.0013,0,0,0,5,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,7,1
62,2590,354,10400.57324,1.792978,9.481432,0.314856,0.172141,0.142715,3,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,4,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,5,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,7,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,7,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,4,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,5,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,7,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,7,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,5,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,7,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,7,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,5,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,7,1
254,200,0,400000000,2e-06,500000.0013,0,0,0,4,1
254,564,354,5813.146484,0.699105,24.316804,0.047761,0.014523,0.033238,1,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,5,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,7,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,7,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,5,1
62,828,5888,18142.18945,0.328957,57.75831,0.044433,0.025909,0.018524,1,1
254,200,0,400000000,2e-06,500000.0013,0,0,0,4,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,7,1
254,200,0,400000000,2e-06,500000.0013,0,0,0,4,1
254,828,268,11064.71875,0.539372,27.810119,0.173278,0.081887,0.091391,1,1
254,200,0,400000000,2e-06,500000.0013,0,0,0,5,1
254,400,0,333.313354,7.200432,0.416642,0,0,0,6,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,7,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,400,0,333.313354,7.200432,0.416642,0,0,0,6,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,7,1
254,168,0,134400000,5e-06,200000.0051,0,0,0,1,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,7,1
254,400,0,333.313354,7.200432,0.416642,0,0,0,6,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,7,1
254,400,0,333.313354,7.200432,0.416642,0,0,0,6,1
62,49708,2036,120614.3203,3.233646,23.812131,0.150919,0.094104,0.056815,1,1
254,400,0,333.313354,7.200432,0.416642,0,0,0,6,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,7,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,7,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,400,0,333.313354,7.200432,0.416642,0,0,0,6,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,4,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,7,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,7,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,5,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,7,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,7,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,5,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,7,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,5,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,7,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,7,1
254,200,0,114285712,7e-06,142857.1409,0,0,0,5,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,7,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,7,1
254,200,0,114285712,7e-06,142857.1409,0,0,0,5,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,7,1
254,200,0,114285712,7e-06,142857.1409,0,0,0,5,1
254,564,354,4472.750977,0.908613,18.709835,0.204767,0.106094,0.098673,1,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,7,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,6,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,7,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,6,1
254,828,468,8310.898438,0.730607,26.005774,0.189775,0.080462,0.109313,1,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,7,1
254,534,268,7854.760254,0.489894,30.618868,0.140441,0.064965,0.075476,4,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,6,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,6,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,7,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,7,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,6,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,7,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,890,268,32606.70508,0.196524,76.326558,0.030398,0.017746,0.012652,1,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,6,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,7,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,7,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,6,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,7,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,6,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,6,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,6,1
254,200,0,400000000,2e-06,500000.0013,0,0,0,7,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,3,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,6,1
254,200,0,400000000,2e-06,500000.0013,0,0,0,7,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,3,1
254,632,682,5012.894043,0.925613,24.848398,0.112303,0.063774,0.048529,2,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,6,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,3,1
62,1694,152454,8809.12207,1.493906,109.109942,0.113923,0.061778,0.052145,1,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,7,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,3,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,6,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,7,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,3,1
254,800,268,10423.96191,0.552573,27.145733,0.143677,0.076522,0.067155,2,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,6,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,6,1
254,736,268,20186.18164,0.262754,57.08762,0.077206,0.065304,0.011902,2,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,7,1
254,200,0,160000000,5e-06,200000.0051,0,0,0,3,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,6,1
254,810,830,5656.970215,1.064881,23.476802,0.231954,0.113882,0.118072,1,1
254,168,0,84000000,8e-06,125000.0003,0,0,0,1,1
254,200,0,160000000,5e-06,200000.0051,0,0,0,3,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,6,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,8,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,5,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,6,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,8,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,5,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,5,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,6,1
254,564,354,5949.566406,0.683075,24.887457,0.022279,0.012858,0.009421,1,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,6,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,5,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,8,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,6,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,7,1
254,200,0,400000000,2e-06,500000.0013,0,0,0,5,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,5,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,6,1
254,200,0,400000000,2e-06,500000.0013,0,0,0,5,1
254,576,768,4463.526367,0.946337,26.417651,0.120113,0.05675,0.063363,2,1
254,920,354,4024.802734,1.645795,10.329355,0.173181,0.088202,0.084979,1,1
254,200,0,160000000,5e-06,200000.0051,0,0,0,5,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,5,1
254,200,0,160000000,5e-06,200000.0051,0,0,0,5,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,5,1
254,200,0,160000000,5e-06,200000.0051,0,0,0,6,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,8,1
254,200,0,160000000,5e-06,200000.0051,0,0,0,5,1
254,744,0,297600000,1e-05,100000.0025,0,0,0,1,1
254,200,0,160000000,5e-06,200000.0051,0,0,0,5,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,8,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,5,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,8,1
254,200,0,800000000,1e-06,1000000.003,0,0,0,7,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,5,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,8,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,7,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,8,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,5,1
62,437259,3748,1355092.125,2.573971,160.452466,0.080338,0.031189,0.049149,1,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,5,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,5,1
254,1270,354,4774.111816,1.91533,8.875755,0.243004,0.127213,0.115791,1,1
254,200,0,400000000,2e-06,500000.0013,0,0,0,7,1
62,830,1112,11259.60254,0.530747,35.798601,0.105413,0.051722,0.053691,1,1
254,9066,2106,34007.42578,2.050846,20.966956,0.145416,0.078336,0.06708,1,1
254,200,0,400000000,2e-06,500000.0013,0,0,0,7,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,5,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,5,1
254,168,0,84000000,8e-06,125000.0003,0,0,0,1,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,7,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,5,1
254,200,0,160000000,5e-06,200000.0051,0,0,0,5,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,7,1
254,200,0,160000000,5e-06,200000.0051,0,0,0,5,1
254,608,646,3888.010498,1.127569,16.850411,0.167002,0.090367,0.076635,1,1
254,400,0,333.313354,7.200432,0.416642,0,0,0,6,1
254,400,0,333.313354,7.200432,0.416642,0,0,0,6,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,400,0,333.313354,7.200432,0.416642,0,0,0,6,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,5,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,5,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,200,0,114285712,7e-06,142857.1409,0,0,0,5,1
62,364,3754,2313.587158,1.103049,15.411826,0.133191,0.088345,0.044846,3,1
254,200,0,160000000,5e-06,200000.0051,0,0,0,5,1
254,200,0,114285712,7e-06,142857.1409,0,0,0,5,1
254,200,0,114285712,7e-06,142857.1409,0,0,0,5,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,6,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,6,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,6,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,4,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,4,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,6,1
254,200,0,160000000,5e-06,200000.0051,0,0,0,4,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,6,1
62,772,3516,6879.425781,0.808207,23.50883,0.184977,0.124941,0.060036,1,1
254,200,0,160000000,5e-06,200000.0051,0,0,0,4,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,6,1
254,3700,268,61483.94531,0.441351,38.518096,0.114613,0.062789,0.051824,1,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,4,1
254,200,0,160000000,5e-06,200000.0051,0,0,0,4,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,6,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,4,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,6,1
62,864,1216,25495.76172,0.244119,69.638167,0.073485,0.051496,0.021989,1,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,4,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,6,1
254,200,0,266666656,3e-06,333333.3215,0,0,0,4,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,6,1
254,168,0,67200000,1e-05,100000.0025,0,0,0,1,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,6,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,6,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,200,0,88888888,9e-06,111111.1072,0,0,0,6,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,6,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
254,168,0,84000000,8e-06,125000.0003,0,0,0,1,1
254,200,0,160000000,5e-06,200000.0051,0,0,0,4,1
254,200,0,100000000,8e-06,125000.0003,0,0,0,4,1
